Transações Aceitas
==================================================
{'transaction_id': 'TX1', 'sender': 'User4', 'receiver': 'User1', 'amount': 49, 'status': 'valid'}
{'transaction_id': 'TX81', 'sender': 'User4', 'receiver': 'User3', 'amount': 16, 'status': 'valid'}
{'transaction_id': 'TX82', 'sender': 'User3', 'receiver': 'User4', 'amount': 44, 'status': 'valid'}
{'transaction_id': 'TX83', 'sender': 'User5', 'receiver': 'User2', 'amount': 33, 'status': 'valid'}
{'transaction_id': 'TX84', 'sender': 'User5', 'receiver': 'User1', 'amount': 43, 'status': 'valid'}
{'transaction_id': 'TX85', 'sender': 'User2', 'receiver': 'User3', 'amount': 28, 'status': 'valid'}
{'transaction_id': 'TX86', 'sender': 'User3', 'receiver': 'User1', 'amount': 33, 'status': 'valid'}
{'transaction_id': 'TX87', 'sender': 'User1', 'receiver': 'User2', 'amount': 46, 'status': 'valid'}
{'transaction_id': 'TX88', 'sender': 'User5', 'receiver': 'User1', 'amount': 8, 'status': 'valid'}
{'transaction_id': 'TX89', 'sender': 'User2', 'receiver': 'User5', 'amount': 40, 'status': 'valid'}
{'transaction_id': 'TX90', 'sender': 'User1', 'receiver': 'User4', 'amount': 22, 'status': 'valid'}
{'transaction_id': 'TX91', 'sender': 'User5', 'receiver': 'User1', 'amount': 66, 'status': 'valid'}
{'transaction_id': 'TX92', 'sender': 'User2', 'receiver': 'User4', 'amount': 36, 'status': 'valid'}
{'transaction_id': 'TX93', 'sender': 'User4', 'receiver': 'User5', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX94', 'sender': 'User5', 'receiver': 'User4', 'amount': 30, 'status': 'valid'}
{'transaction_id': 'TX95', 'sender': 'User5', 'receiver': 'User1', 'amount': 69, 'status': 'valid'}
{'transaction_id': 'TX96', 'sender': 'User3', 'receiver': 'User1', 'amount': 84, 'status': 'valid'}
{'transaction_id': 'TX97', 'sender': 'User4', 'receiver': 'User3', 'amount': 86, 'status': 'valid'}
{'transaction_id': 'TX98', 'sender': 'User4', 'receiver': 'User5', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX99', 'sender': 'User5', 'receiver': 'User4', 'amount': 85, 'status': 'valid'}
{'transaction_id': 'TX100', 'sender': 'User5', 'receiver': 'User1', 'amount': 13, 'status': 'valid'}
{'transaction_id': 'TX101', 'sender': 'User4', 'receiver': 'User5', 'amount': 99, 'status': 'valid'}
{'transaction_id': 'TX102', 'sender': 'User2', 'receiver': 'User1', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX103', 'sender': 'User4', 'receiver': 'User3', 'amount': 85, 'status': 'valid'}
{'transaction_id': 'TX104', 'sender': 'User3', 'receiver': 'User2', 'amount': 74, 'status': 'valid'}
{'transaction_id': 'TX105', 'sender': 'User1', 'receiver': 'User5', 'amount': 80, 'status': 'valid'}
{'transaction_id': 'TX106', 'sender': 'User4', 'receiver': 'User2', 'amount': 87, 'status': 'valid'}
{'transaction_id': 'TX107', 'sender': 'User4', 'receiver': 'User1', 'amount': 15, 'status': 'valid'}
{'transaction_id': 'TX108', 'sender': 'User2', 'receiver': 'User4', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX109', 'sender': 'User5', 'receiver': 'User3', 'amount': 63, 'status': 'valid'}
{'transaction_id': 'TX110', 'sender': 'User1', 'receiver': 'User5', 'amount': 71, 'status': 'valid'}
{'transaction_id': 'TX111', 'sender': 'User5', 'receiver': 'User2', 'amount': 73, 'status': 'valid'}
{'transaction_id': 'TX112', 'sender': 'User4', 'receiver': 'User3', 'amount': 99, 'status': 'valid'}
{'transaction_id': 'TX113', 'sender': 'User4', 'receiver': 'User1', 'amount': 72, 'status': 'valid'}
{'transaction_id': 'TX114', 'sender': 'User1', 'receiver': 'User5', 'amount': 6, 'status': 'valid'}
{'transaction_id': 'TX115', 'sender': 'User5', 'receiver': 'User4', 'amount': 80, 'status': 'valid'}
{'transaction_id': 'TX116', 'sender': 'User3', 'receiver': 'User1', 'amount': 61, 'status': 'valid'}
{'transaction_id': 'TX117', 'sender': 'User5', 'receiver': 'User3', 'amount': 15, 'status': 'valid'}
{'transaction_id': 'TX118', 'sender': 'User3', 'receiver': 'User1', 'amount': 77, 'status': 'valid'}
{'transaction_id': 'TX119', 'sender': 'User4', 'receiver': 'User5', 'amount': 42, 'status': 'valid'}
{'transaction_id': 'TX120', 'sender': 'User5', 'receiver': 'User4', 'amount': 78, 'status': 'valid'}
{'transaction_id': 'TX121', 'sender': 'User2', 'receiver': 'User3', 'amount': 29, 'status': 'valid'}
{'transaction_id': 'TX122', 'sender': 'User3', 'receiver': 'User2', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX123', 'sender': 'User2', 'receiver': 'User4', 'amount': 80, 'status': 'valid'}
{'transaction_id': 'TX124', 'sender': 'User4', 'receiver': 'User1', 'amount': 64, 'status': 'valid'}
{'transaction_id': 'TX125', 'sender': 'User1', 'receiver': 'User2', 'amount': 55, 'status': 'valid'}
{'transaction_id': 'TX126', 'sender': 'User1', 'receiver': 'User4', 'amount': 74, 'status': 'valid'}
{'transaction_id': 'TX127', 'sender': 'User4', 'receiver': 'User3', 'amount': 48, 'status': 'valid'}
{'transaction_id': 'TX128', 'sender': 'User3', 'receiver': 'User1', 'amount': 87, 'status': 'valid'}
{'transaction_id': 'TX129', 'sender': 'User2', 'receiver': 'User1', 'amount': 67, 'status': 'valid'}
{'transaction_id': 'TX130', 'sender': 'User5', 'receiver': 'User3', 'amount': 75, 'status': 'valid'}
{'transaction_id': 'TX131', 'sender': 'User5', 'receiver': 'User4', 'amount': 10, 'status': 'valid'}
{'transaction_id': 'TX132', 'sender': 'User2', 'receiver': 'User3', 'amount': 36, 'status': 'valid'}
{'transaction_id': 'TX133', 'sender': 'User2', 'receiver': 'User1', 'amount': 66, 'status': 'valid'}
{'transaction_id': 'TX134', 'sender': 'User4', 'receiver': 'User3', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX135', 'sender': 'User2', 'receiver': 'User4', 'amount': 40, 'status': 'valid'}
{'transaction_id': 'TX136', 'sender': 'User3', 'receiver': 'User2', 'amount': 28, 'status': 'valid'}
{'transaction_id': 'TX137', 'sender': 'User5', 'receiver': 'User3', 'amount': 40, 'status': 'valid'}
{'transaction_id': 'TX138', 'sender': 'User4', 'receiver': 'User3', 'amount': 28, 'status': 'valid'}
{'transaction_id': 'TX139', 'sender': 'User2', 'receiver': 'User4', 'amount': 99, 'status': 'valid'}
{'transaction_id': 'TX140', 'sender': 'User1', 'receiver': 'User5', 'amount': 29, 'status': 'valid'}
{'transaction_id': 'TX141', 'sender': 'User2', 'receiver': 'User4', 'amount': 40, 'status': 'valid'}
{'transaction_id': 'TX142', 'sender': 'User1', 'receiver': 'User4', 'amount': 98, 'status': 'valid'}
{'transaction_id': 'TX143', 'sender': 'User2', 'receiver': 'User3', 'amount': 31, 'status': 'valid'}
{'transaction_id': 'TX144', 'sender': 'User3', 'receiver': 'User2', 'amount': 85, 'status': 'valid'}
{'transaction_id': 'TX145', 'sender': 'User2', 'receiver': 'User1', 'amount': 98, 'status': 'valid'}
{'transaction_id': 'TX146', 'sender': 'User4', 'receiver': 'User1', 'amount': 70, 'status': 'valid'}
{'transaction_id': 'TX147', 'sender': 'User2', 'receiver': 'User1', 'amount': 36, 'status': 'valid'}
{'transaction_id': 'TX148', 'sender': 'User5', 'receiver': 'User4', 'amount': 53, 'status': 'valid'}
{'transaction_id': 'TX149', 'sender': 'User3', 'receiver': 'User2', 'amount': 57, 'status': 'valid'}
{'transaction_id': 'TX150', 'sender': 'User3', 'receiver': 'User2', 'amount': 38, 'status': 'valid'}
{'transaction_id': 'TX151', 'sender': 'User3', 'receiver': 'User2', 'amount': 26, 'status': 'valid'}
{'transaction_id': 'TX152', 'sender': 'User3', 'receiver': 'User5', 'amount': 1, 'status': 'valid'}
{'transaction_id': 'TX153', 'sender': 'User1', 'receiver': 'User2', 'amount': 47, 'status': 'valid'}
{'transaction_id': 'TX154', 'sender': 'User5', 'receiver': 'User2', 'amount': 80, 'status': 'valid'}
{'transaction_id': 'TX155', 'sender': 'User4', 'receiver': 'User1', 'amount': 31, 'status': 'valid'}
{'transaction_id': 'TX156', 'sender': 'User2', 'receiver': 'User1', 'amount': 100, 'status': 'valid'}
{'transaction_id': 'TX157', 'sender': 'User3', 'receiver': 'User5', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX158', 'sender': 'User1', 'receiver': 'User3', 'amount': 21, 'status': 'valid'}
{'transaction_id': 'TX159', 'sender': 'User3', 'receiver': 'User1', 'amount': 93, 'status': 'valid'}
{'transaction_id': 'TX160', 'sender': 'User3', 'receiver': 'User1', 'amount': 4, 'status': 'valid'}
{'transaction_id': 'TX161', 'sender': 'User3', 'receiver': 'User5', 'amount': 32, 'status': 'valid'}
{'transaction_id': 'TX162', 'sender': 'User4', 'receiver': 'User5', 'amount': 21, 'status': 'valid'}
{'transaction_id': 'TX163', 'sender': 'User5', 'receiver': 'User2', 'amount': 7, 'status': 'valid'}
{'transaction_id': 'TX164', 'sender': 'User1', 'receiver': 'User5', 'amount': 64, 'status': 'valid'}
{'transaction_id': 'TX165', 'sender': 'User2', 'receiver': 'User3', 'amount': 61, 'status': 'valid'}
{'transaction_id': 'TX166', 'sender': 'User2', 'receiver': 'User1', 'amount': 57, 'status': 'valid'}
{'transaction_id': 'TX167', 'sender': 'User2', 'receiver': 'User1', 'amount': 37, 'status': 'valid'}
{'transaction_id': 'TX168', 'sender': 'User1', 'receiver': 'User2', 'amount': 1, 'status': 'valid'}
{'transaction_id': 'TX169', 'sender': 'User1', 'receiver': 'User5', 'amount': 9, 'status': 'valid'}
{'transaction_id': 'TX170', 'sender': 'User5', 'receiver': 'User2', 'amount': 97, 'status': 'valid'}
{'transaction_id': 'TX171', 'sender': 'User2', 'receiver': 'User3', 'amount': 88, 'status': 'valid'}
{'transaction_id': 'TX172', 'sender': 'User1', 'receiver': 'User3', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX173', 'sender': 'User3', 'receiver': 'User1', 'amount': 18, 'status': 'valid'}
{'transaction_id': 'TX174', 'sender': 'User3', 'receiver': 'User1', 'amount': 39, 'status': 'valid'}
{'transaction_id': 'TX175', 'sender': 'User2', 'receiver': 'User3', 'amount': 6, 'status': 'valid'}
{'transaction_id': 'TX176', 'sender': 'User2', 'receiver': 'User5', 'amount': 71, 'status': 'valid'}
{'transaction_id': 'TX177', 'sender': 'User1', 'receiver': 'User4', 'amount': 9, 'status': 'valid'}
{'transaction_id': 'TX178', 'sender': 'User2', 'receiver': 'User3', 'amount': 4, 'status': 'valid'}
{'transaction_id': 'TX179', 'sender': 'User1', 'receiver': 'User2', 'amount': 99, 'status': 'valid'}
{'transaction_id': 'TX180', 'sender': 'User5', 'receiver': 'User4', 'amount': 3, 'status': 'valid'}
{'transaction_id': 'TX181', 'sender': 'User4', 'receiver': 'User2', 'amount': 42, 'status': 'valid'}
{'transaction_id': 'TX182', 'sender': 'User1', 'receiver': 'User5', 'amount': 98, 'status': 'valid'}
{'transaction_id': 'TX183', 'sender': 'User3', 'receiver': 'User1', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX184', 'sender': 'User5', 'receiver': 'User2', 'amount': 9, 'status': 'valid'}
{'transaction_id': 'TX185', 'sender': 'User5', 'receiver': 'User1', 'amount': 13, 'status': 'valid'}
{'transaction_id': 'TX186', 'sender': 'User1', 'receiver': 'User5', 'amount': 28, 'status': 'valid'}
{'transaction_id': 'TX187', 'sender': 'User2', 'receiver': 'User1', 'amount': 61, 'status': 'valid'}
{'transaction_id': 'TX188', 'sender': 'User4', 'receiver': 'User1', 'amount': 32, 'status': 'valid'}
{'transaction_id': 'TX189', 'sender': 'User2', 'receiver': 'User3', 'amount': 98, 'status': 'valid'}
{'transaction_id': 'TX190', 'sender': 'User1', 'receiver': 'User2', 'amount': 81, 'status': 'valid'}
{'transaction_id': 'TX191', 'sender': 'User5', 'receiver': 'User2', 'amount': 83, 'status': 'valid'}
{'transaction_id': 'TX192', 'sender': 'User1', 'receiver': 'User4', 'amount': 4, 'status': 'valid'}
{'transaction_id': 'TX193', 'sender': 'User3', 'receiver': 'User1', 'amount': 66, 'status': 'valid'}
{'transaction_id': 'TX194', 'sender': 'User3', 'receiver': 'User5', 'amount': 49, 'status': 'valid'}
{'transaction_id': 'TX195', 'sender': 'User4', 'receiver': 'User5', 'amount': 98, 'status': 'valid'}
{'transaction_id': 'TX196', 'sender': 'User1', 'receiver': 'User4', 'amount': 66, 'status': 'valid'}
{'transaction_id': 'TX197', 'sender': 'User1', 'receiver': 'User3', 'amount': 18, 'status': 'valid'}
{'transaction_id': 'TX198', 'sender': 'User5', 'receiver': 'User3', 'amount': 62, 'status': 'valid'}
{'transaction_id': 'TX199', 'sender': 'User1', 'receiver': 'User3', 'amount': 66, 'status': 'valid'}
{'transaction_id': 'TX200', 'sender': 'User5', 'receiver': 'User2', 'amount': 59, 'status': 'valid'}
{'transaction_id': 'TX201', 'sender': 'User4', 'receiver': 'User3', 'amount': 31, 'status': 'valid'}
{'transaction_id': 'TX202', 'sender': 'User4', 'receiver': 'User5', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX203', 'sender': 'User4', 'receiver': 'User2', 'amount': 69, 'status': 'valid'}
{'transaction_id': 'TX204', 'sender': 'User1', 'receiver': 'User5', 'amount': 43, 'status': 'valid'}
{'transaction_id': 'TX205', 'sender': 'User3', 'receiver': 'User4', 'amount': 1, 'status': 'valid'}
{'transaction_id': 'TX206', 'sender': 'User3', 'receiver': 'User4', 'amount': 82, 'status': 'valid'}
{'transaction_id': 'TX207', 'sender': 'User1', 'receiver': 'User4', 'amount': 49, 'status': 'valid'}
{'transaction_id': 'TX208', 'sender': 'User2', 'receiver': 'User3', 'amount': 79, 'status': 'valid'}
{'transaction_id': 'TX209', 'sender': 'User2', 'receiver': 'User1', 'amount': 7, 'status': 'valid'}
{'transaction_id': 'TX210', 'sender': 'User4', 'receiver': 'User3', 'amount': 70, 'status': 'valid'}
{'transaction_id': 'TX211', 'sender': 'User4', 'receiver': 'User3', 'amount': 75, 'status': 'valid'}
{'transaction_id': 'TX212', 'sender': 'User1', 'receiver': 'User4', 'amount': 8, 'status': 'valid'}
{'transaction_id': 'TX213', 'sender': 'User4', 'receiver': 'User3', 'amount': 42, 'status': 'valid'}
{'transaction_id': 'TX214', 'sender': 'User5', 'receiver': 'User1', 'amount': 47, 'status': 'valid'}
{'transaction_id': 'TX215', 'sender': 'User1', 'receiver': 'User3', 'amount': 55, 'status': 'valid'}
{'transaction_id': 'TX216', 'sender': 'User5', 'receiver': 'User3', 'amount': 18, 'status': 'valid'}
{'transaction_id': 'TX217', 'sender': 'User5', 'receiver': 'User2', 'amount': 81, 'status': 'valid'}
{'transaction_id': 'TX218', 'sender': 'User3', 'receiver': 'User4', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX219', 'sender': 'User2', 'receiver': 'User5', 'amount': 97, 'status': 'valid'}
{'transaction_id': 'TX220', 'sender': 'User3', 'receiver': 'User4', 'amount': 36, 'status': 'valid'}
{'transaction_id': 'TX221', 'sender': 'User1', 'receiver': 'User5', 'amount': 54, 'status': 'valid'}
{'transaction_id': 'TX222', 'sender': 'User3', 'receiver': 'User4', 'amount': 33, 'status': 'valid'}
{'transaction_id': 'TX223', 'sender': 'User3', 'receiver': 'User1', 'amount': 20, 'status': 'valid'}
{'transaction_id': 'TX224', 'sender': 'User3', 'receiver': 'User1', 'amount': 8, 'status': 'valid'}
{'transaction_id': 'TX225', 'sender': 'User5', 'receiver': 'User3', 'amount': 68, 'status': 'valid'}
{'transaction_id': 'TX226', 'sender': 'User2', 'receiver': 'User3', 'amount': 62, 'status': 'valid'}
{'transaction_id': 'TX227', 'sender': 'User4', 'receiver': 'User1', 'amount': 16, 'status': 'valid'}
{'transaction_id': 'TX228', 'sender': 'User2', 'receiver': 'User5', 'amount': 95, 'status': 'valid'}
{'transaction_id': 'TX229', 'sender': 'User4', 'receiver': 'User2', 'amount': 16, 'status': 'valid'}
{'transaction_id': 'TX230', 'sender': 'User4', 'receiver': 'User1', 'amount': 76, 'status': 'valid'}
{'transaction_id': 'TX231', 'sender': 'User3', 'receiver': 'User1', 'amount': 85, 'status': 'valid'}
{'transaction_id': 'TX232', 'sender': 'User5', 'receiver': 'User4', 'amount': 47, 'status': 'valid'}
{'transaction_id': 'TX233', 'sender': 'User2', 'receiver': 'User5', 'amount': 20, 'status': 'valid'}
{'transaction_id': 'TX234', 'sender': 'User4', 'receiver': 'User5', 'amount': 36, 'status': 'valid'}
{'transaction_id': 'TX235', 'sender': 'User1', 'receiver': 'User4', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX236', 'sender': 'User4', 'receiver': 'User3', 'amount': 55, 'status': 'valid'}
{'transaction_id': 'TX237', 'sender': 'User5', 'receiver': 'User3', 'amount': 79, 'status': 'valid'}
{'transaction_id': 'TX238', 'sender': 'User5', 'receiver': 'User4', 'amount': 23, 'status': 'valid'}
{'transaction_id': 'TX239', 'sender': 'User3', 'receiver': 'User2', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX241', 'sender': 'User2', 'receiver': 'User3', 'amount': 68, 'status': 'valid'}
{'transaction_id': 'TX242', 'sender': 'User2', 'receiver': 'User4', 'amount': 41, 'status': 'valid'}
{'transaction_id': 'TX243', 'sender': 'User5', 'receiver': 'User2', 'amount': 27, 'status': 'valid'}
{'transaction_id': 'TX244', 'sender': 'User5', 'receiver': 'User2', 'amount': 49, 'status': 'valid'}
{'transaction_id': 'TX245', 'sender': 'User2', 'receiver': 'User3', 'amount': 82, 'status': 'valid'}
{'transaction_id': 'TX246', 'sender': 'User3', 'receiver': 'User4', 'amount': 4, 'status': 'valid'}
{'transaction_id': 'TX247', 'sender': 'User3', 'receiver': 'User1', 'amount': 16, 'status': 'valid'}
{'transaction_id': 'TX248', 'sender': 'User4', 'receiver': 'User5', 'amount': 40, 'status': 'valid'}
{'transaction_id': 'TX249', 'sender': 'User5', 'receiver': 'User3', 'amount': 46, 'status': 'valid'}
{'transaction_id': 'TX250', 'sender': 'User4', 'receiver': 'User5', 'amount': 58, 'status': 'valid'}
{'transaction_id': 'TX251', 'sender': 'User3', 'receiver': 'User5', 'amount': 80, 'status': 'valid'}
{'transaction_id': 'TX252', 'sender': 'User3', 'receiver': 'User4', 'amount': 48, 'status': 'valid'}
{'transaction_id': 'TX254', 'sender': 'User4', 'receiver': 'User2', 'amount': 13, 'status': 'valid'}
{'transaction_id': 'TX255', 'sender': 'User3', 'receiver': 'User5', 'amount': 13, 'status': 'valid'}
{'transaction_id': 'TX257', 'sender': 'User2', 'receiver': 'User4', 'amount': 42, 'status': 'valid'}
{'transaction_id': 'TX258', 'sender': 'User2', 'receiver': 'User4', 'amount': 21, 'status': 'valid'}
{'transaction_id': 'TX259', 'sender': 'User4', 'receiver': 'User1', 'amount': 73, 'status': 'valid'}
{'transaction_id': 'TX260', 'sender': 'User1', 'receiver': 'User2', 'amount': 73, 'status': 'valid'}
